CHR	arm	gene	dmr.no	dmr.start	dmr.end	dmr.size	dmr.core.start	dmr.core.end	dmr.core.size	X01_AVG	X11_AVG	deltaBeta	dmr.p	dmr.p.rank
1	p	LOC100130417	1	846481	851194	4714	846507	849540	3034	0.373981927856807	0.558974530059798	0.184992602202991	1.6780692067075e-59	212
1	p	FLJ39609	2	854688	854844	157	854766	854838	73	0.567279593001408	0.820633940464996	0.253354347463588	7.36817111544604e-17	2707
1	p	SAMD11	3	870955	871111	157	870958	871057	100	0.263180470409235	0.40901911290864	0.145838642499405	5.93448056993693e-18	2514
1	p	C1orf170	4	915414	917893	2480	916058	917892	1835	0.422047524312639	0.619745656931804	0.197698132619164	2.23545213077606e-59	216
1	p	HES4	5	939128	947753	8626	939448	946444	6997	0.559350648748017	0.73766357355052	0.178312924802503	1.38091842074174e-30	1117
1	p	AGRN	6	976090	976305	216	976168	976227	60	0.350215979028669	0.167300464785546	-0.182915514243123	9.74473189354625e-06	6222
1	p	AGRN	7	989164	989446	283	989224	989392	169	0.817840476906269	0.874908240455057	0.057067763548788	0.000113658804709565	6659
1	p	RNF223	8	1007791	1011099	3309	1008091	1010638	2548	0.457312320599067	0.595236971372397	0.13792465077333	1.43710226792585e-12	3702
1	p	RP11-465B22.5	9	1060637	1065006	4370	1061521	1064942	3422	0.716268445366644	0.799111496340003	0.0828430509733595	8.35518389528386e-08	5368
1	p	RP11-465B22.5	10	1073268	1073685	418	1073424	1073529	106	0.571737205632412	0.688284247256291	0.116547041623878	1.060462541219e-07	5410
1	p	RP11-465B22.5	11	1077263	1080763	3501	1078147	1080611	2465	0.522644476548102	0.675566271322625	0.152921794774524	5.46359584259515e-24	1694
1	p	MIR200B	12	1099481	1099733	253	1099563	1099651	89	0.329947401869941	0.603641280357261	0.27369387848732	2.58249825123238e-46	431
1	p	MIR200A	13	1102872	1107172	4301	1102960	1106175	3216	0.731277903947373	0.707200287708408	-0.0240776162389651	8.98872650293509e-06	6204
1	p	TNFRSF18	14	1138959	1140247	1289	1139061	1140044	984	0.597485758792061	0.749974826902044	0.152489068109983	4.55342869226998e-11	4124
1	p	TNFRSF4	15	1144502	1144814	313	1144558	1144724	167	0.454572936657688	0.581233521736749	0.126660585079061	5.92222065150877e-05	6547
1	p	SCNN1D	16	1216998	1217264	267	1217103	1217159	57	0.380837402404606	0.51674294008212	0.135905537677514	3.36075325565691e-12	3804
1	p	SCNN1D	17	1226132	1227420	1289	1226776	1227307	532	0.34034890335974	0.50608916837545	0.165740265015709	6.98178538840008e-19	2374
1	p	ACAP3	18	1238034	1239441	1408	1238436	1239259	824	0.498524869775939	0.594678153798999	0.0961532840230604	2.37504767708276e-06	5958
1	p	PUSL1	19	1244936	1245154	219	1245014	1245076	63	0.280701478697892	0.427585279378912	0.146883800681019	1.83350093355867e-10	4322
1	p	TAS1R3	20	1267115	1267330	216	1267117	1267252	136	0.463426850201707	0.760450961647204	0.297024111445496	8.70783384828575e-44	492
1	p	ATAD3C	21	1397271	1397553	283	1397297	1397524	228	0.424732399183595	0.532323611249333	0.107591212065737	3.27762796932672e-10	4413
1	p	C1orf70	22	1471938	1472220	283	1471938	1472146	209	0.672075719220497	0.797242984425271	0.125167265204774	5.02421638248386e-08	5257
1	p	NADK	23	1680267	1684118	3852	1681921	1684095	2175	0.822346958062071	0.885406296770417	0.0630593387083459	2.23947547254876e-05	6377
1	p	NADK	24	1688966	1690254	1289	1688976	1689887	912	0.823122158310831	0.913442909683286	0.0903207513724548	0.00203245770821641	6950
1	p	CALML6	25	1845896	1846151	256	1845940	1846098	159	0.569443972318016	0.730666886647046	0.16122291432903	3.2010544734239e-14	3252
1	p	TMEM52	26	1851356	1858166	6811	1851372	1858106	6735	0.498920853307705	0.648059895988062	0.149139042680357	7.80464896654484e-66	167
1	p	TMEM52	27	1860021	1863576	3556	1860127	1861922	1796	0.621153849207581	0.763077008138998	0.141923158931417	1.03607131679062e-11	3959
1	p	KIAA1751	28	1869508	1873687	4180	1870495	1873499	3005	0.587594499776568	0.81308574439624	0.225491244619673	6.22955382586388e-35	844
1	p	KIAA1751	29	1875721	1875885	165	1875780	1875876	97	0.175348948079096	0.249505412774205	0.0741564646951088	1.80399814483426e-10	4320
1	p	KIAA1751	30	1894969	1895251	283	1895061	1895206	146	0.529063253315188	0.800737498964551	0.271674245649363	9.11084315453073e-21	2097
1	p	KIAA1751	31	1905977	1907265	1289	1906334	1907127	794	0.66072556440097	0.847908008429421	0.187182444028451	5.68965670619813e-10	4489
1	p	GABRD	32	1945034	1948342	3309	1946008	1946688	681	0.514329881481034	0.667513442422059	0.153183560941025	3.98464888739244e-12	3827
1	p	PRKCZ	33	1981157	1981277	121	1981217	1981270	54	0.104136874066273	0.165615110785569	0.061478236719296	3.82688778784819e-19	2325
1	p	PRKCZ	34	1985495	1986919	1425	1985500	1986275	776	0.740630638796971	0.914311603502205	0.173680964705234	2.41671831835868e-07	5545
1	p	PRKCZ	35	2002078	2003718	1641	2002722	2003650	929	0.849498002328324	0.749042322284384	-0.10045568004394	2.07586577194968e-42	527
1	p	PRKCZ	36	2005411	2005642	232	2005489	2005564	76	0.79598346192159	0.59736526315293	-0.19861819876866	9.73089665969646e-45	470
1	p	PRKCZ	37	2042387	2045227	2841	2043037	2043853	817	0.862771788058934	0.822429388960191	-0.0403423990987433	1.98193514219901e-05	6349
1	p	PRKCZ	38	2105906	2106936	1031	2106222	2106732	511	0.728415951140417	0.575176408837338	-0.153239542303079	7.19864386696635e-11	4184
1	p	C1orf86	39	2124908	2125384	477	2125049	2125243	195	0.585031618690521	0.736384136048887	0.151352517358366	3.04924600634575e-15	3022
1	p	SKI	40	2170640	2171569	930	2170956	2171253	298	0.833939005127155	0.777200694684245	-0.0567383104429094	4.38388581557825e-10	4449
1	p	SKI	41	2200668	2201300	633	2200890	2201246	357	0.86773797036157	0.836574022623131	-0.031163947738439	6.44821966758038e-07	5703
1	p	SKI	42	2222341	2222564	224	2222419	2222486	68	0.332193643327086	0.187268864038969	-0.144924779288116	8.41106827592675e-05	6605
1	p	MORN1	43	2269227	2271123	1897	2269871	2270807	937	0.73473242562149	0.848306391321048	0.113573965699558	5.63778800554914e-14	3319
