id	filename	md5	size	state
8008bf53-b044-4c42-b010-6854c3a894d7	13abd368-3086-4098-b158-066ccce8aa88.mirbase21.mirnas.quantification.txt	2616864a25389777466431e23b5628ba	50312	released
434416d8-fd24-42bd-8492-5de1aaab9f50	62d134ba-13cf-41f8-aa26-febab689e37d.mirbase21.mirnas.quantification.txt	88f950080fda91a3de75ee1be7d6d5d9	50414	released
2fe1869a-299b-4ec7-9ed9-ad790dc39b85	60cfdb0c-95be-4ce8-b8c9-806de2258416.mirbase21.mirnas.quantification.txt	4d84920a35c510103c7c014b7886cd78	50394	released
5871bbd4-6f54-432b-8070-43db39880099	11e3198f-e56c-455b-aec6-7eb229ba6554.mirbase21.mirnas.quantification.txt	0876b52c7cc9dd5a4fc4ab8640e07bf1	50265	released
6c7ed201-7330-4721-8e30-d117630ebf8c	e2364bc9-4b87-4158-aa50-b5a14920c781.mirbase21.mirnas.quantification.txt	c483622b6a94edbbf2fa36e7b38de478	50484	released
c377c36e-0490-4eb9-89b0-6c64f32c8cfe	8dd1d12a-f1f4-4da6-b7dd-2537ffda465b.mirbase21.mirnas.quantification.txt	d49d263580a0952a390dbcebb1d7ecc4	50238	released
dc600d4e-4fb9-4e34-a1a4-4126772a435e	7c2a7770-c4c2-4ca3-a91f-967dc338c835.mirbase21.mirnas.quantification.txt	2bdebaad2a068f2941756912fc35217d	50465	released
578f143e-70b2-4b62-9955-b1b76f53f1ab	9d88d8ad-2e30-4883-8bde-cb42720f4850.mirbase21.mirnas.quantification.txt	0b090ee1bd0542b9bfb5faaf6081eb14	50333	released
00297a28-116e-412f-93f5-62a1179d0999	66ec16d3-6b77-4925-9135-1f5a77611a74.mirbase21.mirnas.quantification.txt	10ad8830ec7eb1e15a6c963c79022f05	50467	released
f01a6bb8-4aff-4841-9d1d-a38384bfe879	4eb6cfa4-477f-4ca6-bb2a-57ba37e79f89.mirbase21.mirnas.quantification.txt	cb76ed217600df6a9f37ae2b05fb1c6c	50248	released
793f8c0e-acf5-4c81-a79d-60adb60c5f87	1a01efb7-8f84-42ca-96cb-f03a29010889.mirbase21.mirnas.quantification.txt	916fe753c3a4f2eb7c9671bf5609af38	50396	released
da497cdd-f143-49b6-8c7a-de16ab6e91d7	f24edd17-19b4-4146-ac66-05b3cb2287dc.mirbase21.mirnas.quantification.txt	e537309986eee80caa2c8a8bbeb76066	50176	released
3922b7f7-61e2-4285-9224-1ac7e1d755f1	3a90b03a-b495-43e5-a8ea-081f866fd922.mirbase21.mirnas.quantification.txt	cb7bacd6e362851d2c05205a55ed048f	50204	released
4b9b00fd-bee1-498a-9d57-84ad1ca150bb	3fc4ea94-c993-4045-acc8-eb6bca4a0782.mirbase21.mirnas.quantification.txt	dbdc5da1dddd47e72a3dee6ead5e8e8a	50387	released
1ef17fd7-1e73-4147-98a0-f3f91c1ce1fe	d5c1620d-d3f1-4068-bac0-e4dfd497cf41.mirbase21.mirnas.quantification.txt	68b19a2312155a3255e5d50d7da5de08	50464	released
e8ef5dcb-4f09-4f16-933f-aa2f7f5574bf	ca57c2c7-50e9-4dfc-9aec-137b60157c29.mirbase21.mirnas.quantification.txt	4d55364b1cf7951bdb8ad63c12903d68	50396	released
