	Estimate	Std. Error	t value	Pr(>|t|)	idx	beta	pval	cilb	ciub	i2	tau2	Symbol	coef	exp(coef)	se(coef)	z	Pr(>|z|)
ENSG00000127564.15	0.124741530489205	0.00631409829682724	19.7560323937126	1.7532875524259e-67	110	2.76921349380575	1.10269786567984e-29	2.28954649902054	3.24888048859096	96.1556344103586	1.1944206800276	PKMYT1	0.675426975016676	1.96487174803713	0.159180322395086	4.24315621965047	2.20397896481395e-05
ENSG00000109805.8	0.132363319004075	0.00747232873077288	17.7137976356649	6.34795637366168e-57	156	2.64258373434563	3.89813555234857e-17	2.02715878437046	3.25800868432079	98.0045271955996	2.08144528507763	NCAPG	0.584793004046659	1.79461946822222	0.157531227651853	3.71223542635662	0.000205436761866489
ENSG00000111641.9	0.173917583086909	0.0188160058608793	9.24306594995831	3.98699740688261e-19	159	0.849486673369334	2.44459838335273e-21	0.673933747758672	1.02503959898	96.6481333642259	0.164594204487909	NOP2	0.773025737550829	2.16631103604356	0.160509959256888	4.81606089198265	1.46419859110402e-06
ENSG00000249915.6	0.235501010672067	0.0240646307460305	9.78618841724439	4.22999589285166e-21	273	0.495239438742669	3.59879515287731e-14	0.367096038400016	0.623382839085322	96.1608557990753	0.0890566438903105	PDCD6	0.492164229877582	1.63585275304316	0.157036772722244	3.13406994645826	0.00172399755450078
ENSG00000143793.11	0.130064471728116	0.0196434904123727	6.62125055159208	7.83789786464181e-11	283	0.621132537395161	6.40719914178201e-13	0.451850285797648	0.790414788992675	95.972757881056	0.148909295779423	C1orf35	0.729206302609242	2.07343427504158	0.158934657699063	4.58808867220116	4.47322642569988e-06
ENSG00000048162.18	0.232653722241528	0.0158329600099156	14.6942657655818	4.74269392469253e-42	309	0.666840982783073	1.82115617079657e-15	0.502501509777863	0.831180455788284	92.7431329686339	0.133730150413414	NOP16	0.487992625576244	1.62904283667608	0.156573534653785	3.11669929822617	0.00182888014489654
ENSG00000161904.10	0.328203735606216	0.0246737427809689	13.3017409851319	1.28212219149891e-35	400	0.416790297616643	2.41312224664653e-15	0.313621396404918	0.519959198828367	94.7073146850796	0.0546371713314376	LEMD2	0.506462080336194	1.65940993832263	0.155323212321633	3.2606979521351	0.00111138360704717
ENSG00000085999.10	0.122914072713375	0.00756936005060842	16.2383704687815	1.6041599228355e-49	500	2.27621217527604	7.28202761181619e-16	1.72309260308178	2.82933174747031	98.0341848333568	1.63832625318509	RAD54L	0.649167079058862	1.91394599921957	0.158237722799427	4.1024799117067	4.08745353282393e-05
ENSG00000134463.13	-0.0745232088366713	0.0112611480133305	-6.61772749531873	8.01406709146741e-11	657	-1.44148818952007	1.32791172875078e-13	-1.82310798957564	-1.0598683894645	96.7466027812948	0.739099619497797	ECHDC3	-0.605087601426406	0.546026591836241	0.156741057680493	-3.86042821441106	0.000113188490827042
ENSG00000138658.14	0.163379050701395	0.0132940919775205	12.2895983401995	3.67127497636483e-31	664	0.934057712920696	2.88526031265699e-16	0.710199417109173	1.15791600873222	95.3644153617765	0.261231055914466	ZGRF1	0.564123464740934	1.75790624041057	0.156664616400788	3.60083519623706	0.000317196599117746
ENSG00000189376.10	0.201986880357697	0.0234321103073884	8.62008917284791	5.78990234805043e-17	666	0.5494373330125	1.95646630718181e-13	0.402958031694417	0.695916634330582	94.6707710890433	0.110113437948016	C8orf76	0.758995147143174	2.1361286467065	0.160045514106491	4.74237063988033	2.11231709375646e-06
ENSG00000167004.11	0.226798573555538	0.025256234121288	8.97990462340442	3.36991471239909e-18	699	0.504115196247779	5.95506802971216e-12	0.360518655817476	0.647711736678083	95.8586148735468	0.10880531652089	PDIA3	0.424517873880057	1.52885314191396	0.156229148221168	2.71727701721244	0.00658214910067288
ENSG00000249115.7	0.215771469404843	0.0204443182955827	10.5541043866189	5.02042303188329e-24	742	0.647972725934296	6.79408032827223e-15	0.484906267679646	0.811039184188945	96.2248394352603	0.137532389404334	HAUS5	0.860481930592608	2.36429984761385	0.161814439501228	5.31770794525464	1.05082559001984e-07
ENSG00000105397.12	0.311179911449927	0.0207446233381538	15.0005091139737	1.66078770617471e-43	809	0.438181400491423	4.41266664961074e-12	0.314133511828258	0.562229289154587	95.4081886832638	0.0804574832666645	TYK2	0.547057805000611	1.72816094411581	0.155982612683262	3.50717170067836	0.000452896816294607
ENSG00000079134.10	0.190367472742381	0.0194545843637664	9.78522435549612	4.26496735818459e-21	857	0.361472988358169	4.02127681816644e-12	0.259334875433374	0.463611101282964	90.6011988952118	0.0500447239476844	THOC1	0.490528583568807	1.63317926356359	0.155406443505689	3.15642371386518	0.00159716660141672
ENSG00000138778.10	0.126925973744843	0.00965945751847723	13.1400726699249	6.80735199005628e-35	997	1.93892461404678	2.54849821213949e-18	1.50361457317993	2.37423465491363	97.6550791387079	1.03801604141552	CENPE	0.554096600068374	1.74036802601993	0.155752529952458	3.55754478105433	0.000374337300506259
ENSG00000167962.11	0.181323468737968	0.0201795512853796	8.98550548392716	3.22178389720049e-18	1052	0.545791990302122	4.75220744172714e-15	0.409229831015711	0.682354149588532	95.5540206707516	0.0984078543704102	ZNF598	0.792697293874751	2.20934765644036	0.158233395266175	5.0096712678212	5.45230867664696e-07
ENSG00000117650.11	0.126969377319428	0.00774429468412573	16.395215122649	2.68786736295041e-50	1087	2.84645485181449	4.63318582396444e-19	2.22106174672996	3.47184795689901	97.3825774353817	2.11795537155562	NEK2	0.622939823935724	1.86440100382917	0.158657123164646	3.9263274885507	8.62527023252536e-05
ENSG00000164932.11	0.0765832258215775	0.00579496700624221	13.2154722777686	3.12914073303497e-35	1088	2.24347936180527	4.85037033967213e-17	1.71940325576773	2.76755546784281	96.2597757260646	1.42047141651734	CTHRC1	0.599186228136597	1.82063661454134	0.157130513467009	3.81330280742957	0.000137121938561942
ENSG00000008300.13	0.0838414462219253	0.0105064140815438	7.98002492298546	7.31126570094739e-15	1127	1.80338245112533	3.03808702890768e-12	1.29670390992083	2.31006099232983	98.6906686321595	1.44000579374883	CELSR3	0.589439217129781	1.80297705320023	0.156362563280472	3.76969528231952	0.0001634469795535
