mean.A	mean.B	delta	Pvalue.ttest	p.adjust.BH	Pvalue.wilcox	a.shapiro.pvalue	b.shapiro.pvalue
?|100130426	0.0199775577325499	0.0159305340752421	0.00404702365730778	0.807610143008233	0.828730546894059	0.616091162677407	2.04123427313474e-42	4.4050034962404e-17
?|100133144	12.5595883006855	12.6653302885286	-0.105741987843059	0.937121671063837	0.944760374594237	0.712279223442309	3.27908783340985e-23	0.00122691607385134
?|100134869	13.7872148775966	13.4451196733184	0.342095204278214	0.768001928778239	0.793071501848206	0.452740756423796	9.35313911323975e-25	0.000263660488348234
?|10357	109.135469965839	96.6531357197038	12.4823342461353	0.00151303198167562	0.00233441494069153	0.226602878660535	1.83816906495867e-29	0.000122045200646949
?|10431	922.420210096029	569.030852554756	353.389357541273	7.19933312982974e-29	5.91474623803659e-28	8.10393915581742e-19	5.95879377026924e-18	6.46763511388097e-05
?|136542	0.000618025666036615	0.000114213475443423	0.000503812190593192	0.332830021420067	0.37230757163427	0.188151984041453	6.5058261143977e-45	0.902229237570575
?|155060	201.169696906106	99.4826284094928	101.687068496613	1.55325950252464e-18	7.00724474760129e-18	5.78542250945709e-09	3.98359658905343e-23	0.000364219090370731
?|26823	0.456888980041133	0.330647380842655	0.126241599198478	0.157483889524812	0.187807953986635	0.0465167695765197	4.99436796885724e-27	1.08979295771534e-11
?|280660	0.145655764267284	0.000101103540414431	0.14555466072687	0.0430168620684832	0.055890342686244	0.610852710103369	2.60439505541217e-44	0.549559338966127
?|317712	0.000106111954732303	0.000105071346455554	1.04060827674877e-06	0.934900043995819	0.943030009004528	0.979503436061086	0.398015402396502	0.576840178614209
?|340602	7.37997534355408	1.22263054405313	6.15734479950095	0.0971699726772216	0.119884424555978	2.83850396014129e-05	2.18962731154992e-44	0.000106786846179304
?|388795	2.12160583471748	0.806339937778823	1.31526589693865	4.71439678131656e-06	9.11663184677501e-06	0.000811020277087463	4.38057073453398e-41	4.36533808508732e-07
?|390284	6.3746304338218	6.73376880088885	-0.359138367067042	0.503197854696267	0.542004887192123	0.0598215452504961	1.37432444223484e-24	0.0503829363215532
?|391343	0.91432046081608	0.130058247814798	0.784262213001282	1.42332334169345e-06	2.87337773139706e-06	0.0291621381002029	8.61710384629188e-41	4.28494939317513e-13
?|391714	0.130478183497926	0.198629985264426	-0.0681518017665006	0.304002887138934	0.344302432390424	0.95439845141295	7.81998945216517e-36	2.80225826229991e-13
