wgEncodeBroadHistoneGm12878CtcfStdAlnRep1	GM12878	CTCF	GM12878	None	Broad
wgEncodeBroadHistoneH1hescCtcfStdAlnRep1	H1-hESC	CTCF	H1-hESC	None	Broad
wgEncodeBroadHistoneHelas3CtcfStdAlnRep1	HeLa-S3	CTCF	HeLa-S3	None	Broad
wgEncodeBroadHistoneHelas3Pol2bStdAlnRep1	HeLa-S3	Pol2(b)	HeLa-S3	None	Broad
wgEncodeBroadHistoneHepg2CtcfStdAlnRep1	HepG2	CTCF	HepG2	None	Broad
wgEncodeBroadHistoneHmecCtcfStdAlnRep1	HMEC	CTCF	HMEC	None	Broad
wgEncodeBroadHistoneHsmmCtcfStdAlnRep1	HSMM	CTCF	HSMM	None	Broad
wgEncodeBroadHistoneHsmmtCtcfStdAlnRep1	HSMMtube	CTCF	HSMMtube	None	Broad
wgEncodeBroadHistoneHuvecCtcfStdAlnRep1	HUVEC	CTCF	HUVEC	None	Broad
wgEncodeBroadHistoneHuvecPol2bStdAlnRep1	HUVEC	Pol2(b)	HUVEC	None	Broad
wgEncodeBroadHistoneK562CtcfStdAlnRep1	K562	CTCF	K562	None	Broad
wgEncodeBroadHistoneK562Pol2bStdAlnRep1	K562	Pol2(b)	K562	None	Broad
wgEncodeBroadHistoneNhaCtcfStdAlnRep1	NH-A	CTCF	NH-A	None	Broad
wgEncodeBroadHistoneNhdfadCtcfStdAlnRep1	NHDF-Ad	CTCF	NHDF-Ad	None	Broad
wgEncodeBroadHistoneNhekCtcfStdAlnRep1	NHEK	CTCF	NHEK	None	Broad
wgEncodeBroadHistoneNhekPol2bStdAlnRep1	NHEK	Pol2(b)	NHEK	None	Broad
wgEncodeBroadHistoneNhlfCtcfStdAlnRep1	NHLF	CTCF	NHLF	None	Broad
wgEncodeBroadHistoneOsteoblCtcfStdAlnRep1	Osteobl	CTCF	Osteobl	None	Broad
wgEncodeHaibTfbsA549CtcfPcr1xDexaAlnRep1	A549+DEX_100nM	CTCF	A549	DEX_100nM	HudsonAlpha
wgEncodeHaibTfbsA549CtcfPcr1xEtoh02AlnRep1	A549+EtOH_0.02pct	CTCF	A549	EtOH_0.02pct	HudsonAlpha
wgEncodeHaibTfbsA549GrPcr1xDexbAlnRep1	A549+DEX_50nM	GR	A549	DEX_50nM	HudsonAlpha
wgEncodeHaibTfbsA549GrPcr1xDexcAlnRep1	A549+DEX_5nM	GR	A549	DEX_5nM	HudsonAlpha
wgEncodeHaibTfbsA549GrPcr1xDexdAlnRep1	A549+DEX_500pM	GR	A549	DEX_500pM	HudsonAlpha
wgEncodeHaibTfbsA549GrPcr2xDexaAlnRep1	A549+DEX_100nM	GR	A549	DEX_100nM	HudsonAlpha
wgEncodeHaibTfbsA549Pol2Pcr2xDexaAlnRep1	A549+DEX_100nM	Pol2	A549	DEX_100nM	HudsonAlpha
wgEncodeHaibTfbsA549Pol2Pcr2xEtoh02AlnRep1	A549+EtOH_0.02pct	Pol2	A549	EtOH_0.02pct	HudsonAlpha
wgEncodeHaibTfbsA549Usf1Pcr1xDexaAlnRep1	A549+DEX_100nM	USF-1	A549	DEX_100nM	HudsonAlpha
wgEncodeHaibTfbsA549Usf1Pcr1xEtoh02AlnRep1	A549+EtOH_0.02pct	USF-1	A549	EtOH_0.02pct	HudsonAlpha
wgEncodeHaibTfbsEcc1EralphaaV0416102Estradia1hAlnRep1	ECC-1+Estradiol_10nM	ERalpha_a	ECC-1	Estradiol_10nM	HudsonAlpha
wgEncodeHaibTfbsEcc1EralphaaV0416102Gen1hAlnRep1	ECC-1+Genistein_100nM	ERalpha_a	ECC-1	Genistein_100nM	HudsonAlpha
wgEncodeHaibTfbsEcc1Foxa1c20V0416102Dmso2AlnRep1	ECC-1+DMSO_0.02pct	FOXA1_(C-20)	ECC-1	DMSO_0.02pct	HudsonAlpha
wgEncodeHaibTfbsEcc1GrV0416102DexaAlnRep1	ECC-1+DEX_100nM	GR	ECC-1	DEX_100nM	HudsonAlpha
wgEncodeHaibTfbsEcc1Pol2V0416102Dmso2AlnRep1	ECC-1+DMSO_0.02pct	Pol2	ECC-1	DMSO_0.02pct	HudsonAlpha
wgEncodeHaibTfbsGm12878Atf3Pcr1xAlnRep1	GM12878	ATF3	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878BatfPcr1xAlnRep1	GM12878	BATF	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Bcl11aPcr1xAlnRep1	GM12878	BCL11A	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Bcl3Pcr1xAlnRep1	GM12878	BCL3	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Bclaf1m33V0416101AlnRep1	GM12878	BCLAF1_(M33-P5B11)	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Ebf1c8Pcr1xAlnRep1	GM12878	EBF1_(C-8)	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Egr1V0416101AlnRep1	GM12878	Egr-1	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Elf1sc631V0416101AlnRep1	GM12878	ELF1_(SC-631)	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Ets1Pcr1xAlnRep1	GM12878	ETS1	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878GabpPcr2xAlnRep1	GM12878	GABP	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Irf4m17Pcr1xAlnRep1	GM12878	IRF4_(M-17)	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Mef2aPcr1xAlnRep1	GM12878	MEF2A	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Mef2csc13268Pcr1xAlnRep1	GM12878	MEF2C_(SC-13268)	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878NrsfPcr2xAlnRep1	GM12878	NRSF	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Oct2Pcr1xAlnRep1	GM12878	Oct-2	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878P300Pcr1xAlnRep1	GM12878	p300	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Pax5c20Pcr1xAlnRep1	GM12878	PAX5-C20	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Pax5n19Pcr1xAlnRep1	GM12878	PAX5-N19	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Pbx3Pcr1xAlnRep1	GM12878	Pbx3	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Pol24h8Pcr1xAlnRep1	GM12878	Pol2-4H8	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Pou2f2Pcr1xAlnRep1	GM12878	POU2F2	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Pu1Pcr1xAlnRep1	GM12878	PU.1	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878RxraPcr1xAlnRep1	GM12878	RXRA	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Sin3ak20Pcr1xAlnRep1	GM12878	Sin3Ak-20	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Six5Pcr1xAlnRep1	GM12878	SIX5	GM12878	None	HudsonAlpha
wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep1	GM12878	SP1	GM12878	None	HudsonAlpha
