wgEncodeUwDnaseA549PkRep1	A549	None	1	UW	2011-10-04
wgEncodeUwDnaseA549PkRep2	A549	None	2	UW	2011-10-04
wgEncodeUwDnaseAg04449PkRep1	AG04449	None	1	UW	2010-10-05
wgEncodeUwDnaseAg04449PkRep2	AG04449	None	2	UW	2010-10-07
wgEncodeUwDnaseAg04450PkRep1	AG04450	None	1	UW	2010-10-07
wgEncodeUwDnaseAg04450PkRep2	AG04450	None	2	UW	2010-10-07
wgEncodeUwDnaseAg09309PkRep1	AG09309	None	1	UW	2010-10-07
wgEncodeUwDnaseAg09309PkRep2	AG09309	None	2	UW	2010-10-07
wgEncodeUwDnaseAg09319PkRep1V2	AG09319	None	1	UW	2011-10-14
wgEncodeUwDnaseAg09319PkRep2	AG09319	None	2	UW	2010-10-07
wgEncodeUwDnaseAg10803PkRep1	AG10803	None	1	UW	2010-10-08
wgEncodeUwDnaseAg10803PkRep2	AG10803	None	2	UW	2010-10-08
wgEncodeUwDnaseAoafPkRep1	AoAF	None	1	UW	2011-04-26
wgEncodeUwDnaseAoafPkRep2	AoAF	None	2	UW	2011-04-23
wgEncodeUwDnaseBe2cPkRep1	BE2_C	None	1	UW	2011-10-06
wgEncodeUwDnaseBe2cPkRep2	BE2_C	None	2	UW	2011-10-06
wgEncodeUwDnaseBjPkRep1	BJ	None	1	UW	2011-03-19
wgEncodeUwDnaseBjPkRep2	BJ	None	2	UW	2011-03-06
wgEncodeUwDnaseCaco2PkRep1	Caco-2	None	1	UW	2010-01-24
wgEncodeUwDnaseCaco2PkRep2	Caco-2	None	2	UW	2010-03-30
wgEncodeUwDnaseGm06990PkRep1	GM06990	None	1	UW	2009-08-18
wgEncodeUwDnaseGm06990PkRep2	GM06990	None	2	UW	2010-04-01
wgEncodeUwDnaseGm12864PkRep1	GM12864	None	1	UW	2011-10-06
wgEncodeUwDnaseGm12865PkRep1	GM12865	None	1	UW	2010-10-09
wgEncodeUwDnaseGm12865PkRep2	GM12865	None	2	UW	2010-10-09
wgEncodeUwDnaseGm12878PkRep1	GM12878	None	1	UW	2010-04-01
wgEncodeUwDnaseGm12878PkRep2	GM12878	None	2	UW	2010-04-01
wgEncodeUwDnaseH1hescPkRep1	H1-hESC	None	1	UW	2010-06-18
wgEncodeUwDnaseH7esPkRep1V2	H7-hESC	None	1	UW	2011-10-14
wgEncodeUwDnaseH7esPkRep2	H7-hESC	None	2	UW	2011-04-23
wgEncodeUwDnaseHacPkRep1	HAc	None	1	UW	2011-10-10
wgEncodeUwDnaseHacPkRep2	HAc	None	2	UW	2011-10-10
wgEncodeUwDnaseHaePkRep1	HAEpiC	None	1	UW	2010-10-07
wgEncodeUwDnaseHaePkRep2	HAEpiC	None	2	UW	2010-10-07
wgEncodeUwDnaseHahPkRep1	HA-h	None	1	UW	2011-10-10
wgEncodeUwDnaseHahPkRep2	HA-h	None	2	UW	2011-10-10
wgEncodeUwDnaseHaspPkRep1	HA-sp	None	1	UW	2011-10-06
wgEncodeUwDnaseHaspPkRep2	HA-sp	None	2	UW	2011-10-06
