chr1:2562481-2563340	859	794	1083.36	1.26119	1.36443
chr1:2563997-2564227	230	180	147	0.63913	0.816667
chr1:2568240-2568481	241	210	604.2	2.50705	2.87714
chr1:11862320-11863930	1610	1610	15998.2	9.93677	9.93677
chr1:11864545-11866955	2410	2410	78163.8	32.4331	32.4331
chr1:60392005-60392685	680	680	12949	19.0426	19.0426
chr1:67628665-67629430	765	180	168.8	0.220654	0.937778
chr1:67631420-67632155	735	30	10	0.0136054	0.333333
chr1:98384620-98387175	2555	2050	41049	16.0661	20.0239
chr1:114413440-114413670	230	60	41	0.178261	0.683333
chr1:114414225-114415494	1269	975	1328	1.04649	1.36205
chr1:114416680-114417755	1075	500	640	0.595349	1.28
chr1:115258640-115259850	1210	1210	62155.4	51.3681	51.3681
chr1:115261778-115262015	237	237	741	3.12658	3.12658
chr1:115263265-115263415	150	150	273	1.82	1.82
chr1:161471204-161471310	106	106	137.8	1.3	1.3
chr1:161471925-161472130	205	5	0.8	0.00390244	0.16
chr1:161472805-161473130	325	95	127	0.390769	1.33684
chr1:161475005-161475581	576	306	449	0.779514	1.46732
chr1:161476360-161477010	650	450	1342.4	2.06523	2.98311
chr1:169553842-169554690	848	525	800	0.943396	1.52381
chr1:169555500-169556055	555	555	1869	3.36757	3.36757
chr1:169557445-169557730	285	0	0	0	0
chr1:169558400-169558630	230	0	0	0	0
chr1:173174425-173175230	805	630	927.4	1.15205	1.47206
chr1:173175960-173176811	851	136	114	0.13396	0.838235
chr1:173179420-173180190	770	770	1128.2	1.46519	1.46519
chr1:186649080-186650267	1187	1187	37017.8	31.186	31.186
chr1:186650960-186651235	275	210	162.8	0.592	0.775238
chr1:186651879-186652170	291	46	25	0.0859107	0.543478
chr1:201080005-201080087	82	37	26	0.317073	0.702703
chr1:201080721-201081201	480	255	216	0.45	0.847059
chr1:201083097-201084671	1574	1574	22519.3	14.307	14.307
chr1:206943865-206944935	1070	685	1232	1.1514	1.79854
chr1:206945620-206946010	390	315	454.4	1.16513	1.44254
chr1:206946705-206946707	2	0	0	0	0
chr1:206947500-206947895	395	370	607.8	1.53873	1.6427
chr1:206949625-206949839	214	214	178	0.831776	0.831776
chr10:6102760-6102930	170	170	400	2.35294	2.35294
chr10:6103928-6104648	720	572	769	1.06806	1.34441
chr10:6107880-6108165	285	175	160	0.561404	0.914286
chr10:8092666-8098666	6000	5925	45806.2	7.63436	7.731
chr10:45865754-45865917	163	163	152.16	0.933497	0.933497
chr10:45867080-45867368	288	268	577	2.00347	2.15299
