chr1:2562481-2563340	859	134	190	0.221187	1.41791
chr1:2563997-2564227	230	78	69	0.3	0.884615
chr1:2568240-2568481	241	225	189	0.784232	0.84
chr1:11862320-11863930	1610	1610	101291	62.9138	62.9138
chr1:11864545-11866955	2410	2410	338059	140.273	140.273
chr1:60392005-60392685	680	225	567	0.833824	2.52
chr1:67628665-67629430	765	715	1594.4	2.08418	2.22993
chr1:67631420-67632155	735	335	689	0.937415	2.05672
chr1:98384620-98387175	2555	2050	5481	2.14521	2.67366
chr1:114413440-114413670	230	230	926.4	4.02783	4.02783
chr1:114414225-114415494	1269	1269	17118	13.4894	13.4894
chr1:114416680-114417755	1075	1075	4121.4	3.83386	3.83386
chr1:115258640-115259850	1210	1210	152781	126.265	126.265
chr1:115261778-115262015	237	237	735.6	3.1038	3.1038
chr1:115263265-115263415	150	150	355.6	2.37067	2.37067
chr1:161471204-161471310	106	106	2992.92	28.2351	28.2351
chr1:161471925-161472130	205	205	5599.4	27.3141	27.3141
chr1:161472805-161473130	325	325	3470	10.6769	10.6769
chr1:161475005-161475581	576	576	60351.7	104.777	104.777
chr1:161476360-161477010	650	650	22288.8	34.2905	34.2905
chr1:169553842-169554690	848	458	931	1.09788	2.03275
chr1:169555500-169556055	555	505	1264.8	2.27892	2.50455
chr1:169557445-169557730	285	285	916	3.21404	3.21404
chr1:169558400-169558630	230	230	417.4	1.81478	1.81478
chr1:173174425-173175230	805	705	1990	2.47205	2.8227
chr1:173175960-173176811	851	601	1369	1.6087	2.27787
chr1:173179420-173180190	770	505	817	1.06104	1.61782
chr1:186649080-186650267	1187	667	703	0.592249	1.05397
chr1:186650960-186651235	275	0	0	0	0
chr1:186651879-186652170	291	146	347	1.19244	2.37671
chr1:201080005-201080087	82	12	7.68	0.0936585	0.64
chr1:201080721-201081201	480	79	73	0.152083	0.924051
chr1:201083097-201084671	1574	571	523	0.332274	0.915937
chr1:206943865-206944935	1070	760	2109	1.97103	2.775
chr1:206945620-206946010	390	215	313.8	0.804615	1.45953
chr1:206946705-206946707	2	2	11.44	5.72	5.72
chr1:206947500-206947895	395	325	663	1.67848	2.04
chr1:206949625-206949839	214	114	199	0.929907	1.74561
chr10:6102760-6102930	170	170	491	2.88824	2.88824
chr10:6103928-6104648	720	622	763	1.05972	1.22669
chr10:6107880-6108165	285	285	574.2	2.01474	2.01474
chr10:8092666-8098666	6000	3141	5677.68	0.94628	1.8076
chr10:45865754-45865917	163	163	326	2	2
chr10:45867080-45867368	288	143	158	0.548611	1.1049
chr10:45868585-45871613	3028	2953	12879.7	4.25353	4.36156
chr10:49889840-49890095	255	0	0	0	0
chr10:49891965-49894190	2225	1325	1701	0.764494	1.28377
chr10:64131645-64131821	176	155	154	0.875	0.993548
chr10:64133373-64134315	942	427	568.6	0.603609	1.33162
chr10:64134825-64135115	290	215	735	2.53448	3.4186
chr10:96696561-96696750	189	25	4	0.021164	0.16
chr10:101288689-101294689	6000	2150	3213	0.5355	1.49442
chr10:115802404-115805890	3486	1390	2198	0.630522	1.58129
chr10:135337100-135338059	959	384	365.2	0.380813	0.951042
chr10:135341200-135341873	673	498	484	0.719168	0.971888
chr10:135342471-135342866	395	395	869.6	2.20152	2.20152
chr11:17407485-17407715	230	105	81	0.352174	0.771429
chr11:17408225-17408475	250	175	267	1.068	1.52571
chr11:17410225-17411591	1366	1366	5159	3.77672	3.77672
chr11:17413085-17413432	347	307	1061.76	3.05983	3.4585
chr11:67347065-67347755	690	685	4131.4	5.98754	6.03124
chr11:67348885-67349295	410	285	275	0.670732	0.964912
chr11:67349985-67350375	390	390	17155	43.9872	43.9872
chr11:67350900-67353065	2165	2165	63602.2	29.3775	29.3775
chr11:113344860-113346235	1375	775	1295.4	0.942109	1.67148
chr11:113348098-113348522	424	122	112	0.264151	0.918033
chr11:128390346-128394370	4024	2270	6674	1.65855	2.94009
chr11:128395320-128395918	598	423	628.8	1.05151	1.48652
chr11:128455520-128456105	585	350	378	0.646154	1.08
chr11:128457240-128457710	470	135	459	0.976596	3.4
chr12:21281700-21281850	150	100	100	0.666667	1
chr12:21282412-21282515	103	65	60	0.582524	0.923077
chr12:25402773-25404907	2134	2134	38018.4	17.8155	17.8155
chr12:25405643-25407595	1952	1577	2784	1.42623	1.76538
chr12:48296940-48299775	2835	2525	7749	2.73333	3.06891
chr12:48301902-48302315	413	413	1376	3.33172	3.33172
chr12:111840720-111845751	5031	5031	374515	74.4414	74.4414
chr12:111868665-111869095	430	255	440.8	1.02512	1.72863
chr12:111869640-111870659	1019	1019	3583.84	3.51702	3.51702
chr12:111872020-111874084	2064	2064	10461.8	5.06868	5.06868
chr15:67354385-67360194	5809	5394	124593	21.4483	23.0985
chr15:67414053-67414375	322	322	1450.44	4.50447	4.50447
chr15:67416545-67420035	3490	3490	28519.2	8.17169	8.17169
chr15:67426358-67428130	1772	1567	4612	2.60271	2.9432
chr15:67429107-67432050	2943	2450	8962	3.04519	3.65796
chr15:67454492-67455155	663	463	780	1.17647	1.68467
chr15:67457073-67459055	1982	1330	3087.2	1.55762	2.3212
chr15:67460143-67460370	227	157	407	1.79295	2.59236
chr15:75040961-75041231	270	0	0	0	0
chr15:75043132-75043185	53	53	96.32	1.81736	1.81736
chr16:11034365-11038941	4576	4576	66175.6	14.4614	14.4614
chr16:11039540-11040344	804	754	2729.08	3.39438	3.61947
chr16:28620605-28622369	1764	1714	16035.4	9.09036	9.35554
chr16:28633160-28635075	1915	965	1065	0.556136	1.10363
chr16:31104420-31107430	3010	2910	49149.6	16.3288	16.8899
chr16:31271140-31271395	255	255	681	2.67059	2.67059
chr16:50727049-50728497	1448	626	756.6	0.522514	1.20863
chr16:50729605-50732559	2954	1854	3924	1.32837	2.1165
chr16:50733620-50734015	395	365	961.2	2.43342	2.63342
